source,target,cost
759,1324,13.368181513307301
760,2774,155.182084086055994
761,79,18.425833696649899
763,2074,39.260196266779502
763,968,39.539999562620302
763,1519,66.594045575322298
765,956,26.283193636306201
765,3648,26.901005796664599
767,2241,24.832484526332401
768,293,10.301042762866100
768,143,65.111722707383294
768,472,8.418848020239770
768,2339,31.314085611159900
769,3029,23.534554822778500
770,3299,52.719180166385897
772,1926,39.138238399485402
773,1221,29.129935259894602
773,3264,27.073246064587501
776,1639,39.154342608606697
777,2869,22.824029370156900
778,867,7.384440244718480
778,2873,21.655195582463001
779,1743,23.233010252355200
779,3044,331.783716951335009
779,527,52.116834301197500
780,1461,71.049116379262600
781,706,75.734351900749999
781,144,246.141985667242011
782,2299,14.601784011606300
783,202,32.504906676242399
785,3623,71.592685329133502
785,1627,57.437369380778797
786,3127,34.213889550057800
787,847,352.621784605005018
787,3258,89.266711693090997
789,1044,108.847676961958996
789,1044,27.638915855153002
790,2385,14.569988917889100
790,1278,81.569851035750403
790,492,53.775148898073802
790,1522,383.708705648987973
791,793,224.601215208268997
794,3041,44.315195897712698
795,1354,16.094585670357400
795,78,5.444463669021850
796,333,26.728436065162601
796,293,91.106227081879297
796,1319,39.410753518070401
797,3544,24.140377508358501
797,3077,23.008985480063799
797,59,8.978046669790810
798,162,7.465374515739870
798,162,8.258545432491561
798,3067,10.487912531865000
799,191,75.547665482189799
799,1717,59.689765830080901
799,1752,40.588169618621301
800,3290,31.436973934078502
801,1052,26.718036258978799
801,484,29.866440602354000
801,3630,26.612221969930498
802,1350,12.783086078678300
802,2686,48.754338462331397
802,840,61.580154179764499
803,3260,29.525852815940802
805,2161,32.336252599804801
805,2117,28.568814276225300
806,2600,12.942550883831400
806,1127,14.936242717126101
807,960,17.355962462751201
807,3133,59.112746359261401
809,2031,66.021183550408296
811,1700,13.720175923016200
812,1688,135.726612652424990
814,1857,18.321424611010102
815,1953,81.331890693342601
842,1021,9.472626778960150
817,515,145.081800305032004
817,734,202.012665556652991
817,1056,4.628411896559670
819,1727,54.489592471317103
819,3330,54.178549909801703
821,384,22.694027780281001
821,2265,30.351840411131899
822,2479,27.929787933065999
823,1139,50.793849461015199
823,3321,10.251760175572700
824,3357,69.869871653302496
824,2216,26.595006112206200
824,1369,29.468939220118600
825,1734,8.295874816116870
825,1395,154.971234003027007
826,2036,7.871527320122340
826,2959,29.006428727179902
827,392,31.802166660606300
829,2447,12.410138195159201
830,3221,82.361924830585806
832,203,69.518076112066893
832,2947,102.097164794338994
832,1528,12.283245227838099
834,111,27.185162597841298
834,1912,17.846648211486301
834,288,7.662040999730470
835,2434,13.567960163033501
836,320,55.008144494570999
836,2638,4.350167717369780
836,2324,65.804382241162799
836,3424,84.391547410891505
837,1364,59.685573748145799
837,3104,38.399568751159102
837,2607,23.064069965163501
838,2745,178.916275386671998
839,947,12.791494152018499
839,2940,13.061973363071401
840,3466,24.315201168661400
841,3017,60.291907267369297
842,1735,36.525157104127800
842,2440,53.745399774887296
843,679,27.575924354989802
844,2602,31.514076416361998
844,93,17.757915115825799
845,808,100.695364202304006
845,822,11.083426959715300
846,2279,86.158916903424497
846,331,74.581219143566599
846,3275,19.737319053051898
847,6,66.465071615142406
849,376,142.745774497434013
850,3340,34.289685548639298
850,869,6.407010948506000
851,2039,43.900238668198703
852,207,33.139152253393199
852,3086,96.664864717108898
852,2090,64.588793767227799
854,1579,15.154767488823500
854,2810,45.724034809615802
855,1288,10.140447816565301
855,2180,8.937396678921740
857,891,27.887931676358001
857,2595,68.957868603679401
858,1663,83.788498999059698
858,66,122.558527656714006
858,3009,47.857749967085901
859,2774,64.616280935477803
861,3130,13.467885691908499
861,2887,16.668019972570200
863,1522,45.672264769883000
864,2844,46.057838408848099
864,3518,9.082133798891761
864,2244,11.839712159700101
866,394,3.816662596222050
868,2388,26.764722459245501
868,1931,3.967874875168550
870,1633,18.851405651698201
870,1904,51.933582180324699
870,3262,83.998629876942601
871,3431,27.360563197632001
871,1566,11.725900599572800
871,3493,13.727895262503100
871,853,95.281499421054804
872,2795,19.054937328846801
872,2632,6.459290735480990
873,547,9.511653669484630
873,577,136.340323776030004
875,2170,275.972495070200978
876,614,24.313906444736499
876,1843,65.436627565067795
877,1978,189.663552248893012
878,966,135.718819166360987
879,3159,167.733386923774987
880,2374,8.097139363944249
880,1689,8.372389302263461
881,2627,348.211776552192987
883,1545,2.739387718628750
885,1155,3.049956562530500
886,1021,20.277756955347900
887,2026,15.221307946422000
887,1098,8.687339130210271
888,1970,36.754719511039703
889,2192,97.475751028734507
889,276,92.926993878909698
892,3210,132.923037765571991
896,966,7.932545176510380
897,3124,85.779845322234905
897,2665,89.873585314124696
898,819,7.399605166441150
898,1406,48.333054525666299
899,1599,52.548362754058203
899,722,113.290892766254998
900,3289,13.074739668622300
901,3493,7.176560163908580
902,2389,24.243407398786498
903,710,11.455992972402299
903,470,16.519564709505300
903,2731,43.430489536181703
904,2609,56.336331426815804
904,2088,247.368179196254999
905,2226,45.318378282867698
908,3416,5.499022047639550
909,1190,9.726889305049260
909,895,4.838470094764710
909,2656,14.897237423535200
910,1035,23.679059052423600
911,2711,74.272202166793207
912,3613,9.964302971886200
912,1229,13.335266534836100
916,1581,112.366542290736007
916,964,18.372706243831299
916,444,69.777548392790706
917,505,27.053255920837699
918,3281,64.499628631719304
918,1807,16.736201229971002
918,742,108.110940413894994
920,1769,29.399688863196499
923,2816,30.985241351189099
924,1848,11.431346127734299
924,2326,12.393109237690100
924,1186,10.640979545664800
925,1859,342.169878986395986
926,3423,30.761995797145701
927,3014,25.185843904502299
927,1352,17.681684900390199
927,2983,7.297893492175630
930,464,24.123882572458498
930,482,100.207832007365994
931,3462,54.777946755675998
931,620,57.882504801707199
932,1875,72.767165269249702
932,949,72.470596763892601
933,3151,15.105187846318399
934,403,13.206672565965700
934,403,15.955020838874701
937,2554,44.473980688460401
937,1166,13.979719695555600
938,275,100.099209107218002
939,2277,57.405310948423498
939,173,96.276800799833296
939,1129,3.125164606605600
940,2153,19.636280660198501
940,1612,74.542072835468304
941,3474,35.404239630943501
941,2137,81.101590012946204
945,1128,257.142814405613990
946,1714,22.704648800571899
947,947,68.887789554603302
948,62,88.862555566498600
950,3013,12.337343952242300
952,178,32.561773786537898
952,2000,26.988341290504700
953,3107,56.174393280412303
953,1905,51.049226144979997
954,1888,17.882013350914299
954,2438,64.970488494146295
955,2169,80.304480427209398
955,1851,77.508339120499301
956,1282,110.457969539299000
957,638,20.095665923540000
958,2318,66.142507255930695
958,173,81.294116352402199
959,979,13.401846838666099
960,2770,136.608946428222993
960,3247,27.164486744506199
963,1559,62.991502781127700
963,3065,37.889152943814501
963,3642,159.711403854887010
964,2499,79.425222257437298
968,891,32.959723713225102
969,820,12.355700603032799
969,2573,116.677256364542004
969,310,14.605370767018201
969,1020,179.914978002237007
970,614,43.021050971638502
971,2788,63.270148804853903
971,2411,131.045247291696995
971,325,62.628681636782197
971,1230,11.525055254504901
972,2550,13.573026412196899
972,1842,3.199476332319880
972,2330,48.816299132603000
973,221,18.073371035174901
974,3239,76.067314150772503
976,2851,69.701256156931095
976,2851,69.701256515454602
976,1281,22.358556465995900
977,912,105.075930771179003
978,866,109.244709739583996
978,2529,32.460906485475697
980,3331,39.535616477392203
980,2784,22.940773790388000
980,338,15.577546025024100
981,1605,10.236834935882801
983,1283,25.108434330098099
983,145,24.521802679174300
983,3014,26.362911101327999
983,2243,12.361600350028301
984,3053,36.568408280027803
985,3596,27.889276360021299
986,1454,144.841344385499013
986,2805,26.986930784901499
987,2742,9.029475216446929
989,1787,14.423119041506300
990,1151,20.458809375601700
990,3046,123.321031812130997
991,455,26.746335912003101
991,1214,50.646005181696601
991,1090,8.603064324899270
991,659,42.301812081172997
992,387,11.408213992581800
993,485,23.526276632957099
994,2930,121.002576676714000
994,1088,54.918294085153804
994,2546,19.099824067852399
995,2803,11.988479369720300
999,1359,100.852872461456002
999,498,14.968034489048801
1000,3639,38.891164789215303
1000,617,6.011098226248300
1000,1097,15.641308636890001
1001,749,102.129537269875001
1002,470,5.039590816089110
1002,2847,32.674871378181201
1003,1315,2.899119711409210
1004,3403,5.026262117866390
1005,1245,84.198295091138206
1005,2321,33.547491922010600
1006,2760,289.584295368306016
1007,951,10.585164323170300
1008,2985,197.774502717366005
1009,1824,70.685698942209797
1009,4,15.796653057361700
1009,1526,10.371694812244099
1009,1884,42.507798327428802
1010,1555,42.431421675922401
1011,2846,27.622868878850401
1012,519,52.985178153851500
1013,2230,106.305073417087996
1013,2044,144.887266026691009
1013,2414,44.163638382930202
1014,2896,26.478314459722998
1018,1822,1.200122974353190
1018,1571,23.731177937132799
1022,142,43.947842492663099
1022,1747,35.038623190985199
1022,2170,180.446846380961006
1050,2939,5.731907216234650
1023,2219,94.368567672364193
1024,1769,32.234408117207202
1024,260,120.953384639749004
1026,2496,35.615720329364798
1027,3467,8.047400046388180
1027,3467,13.423314882533401
1027,2001,5.843459590716790
1028,2523,120.530080296400001
1029,2325,16.952490124242001
1029,2187,33.711564822019596
1030,2125,52.223116364930100
1031,463,22.071094315720600
1031,708,82.534373087211705
1031,3339,43.675766536135001
1032,1974,26.526304846233199
1033,2149,29.270084265433798
1033,2034,35.503582436790900
1033,3038,62.854927657569199
1034,1727,40.423680931956604
1034,2481,15.387057218609600
1034,1654,9.199317464365510
1035,3590,147.632350687219997
1037,1587,49.097459819517802
1037,1856,62.625459813691997
1038,2346,9.443192058361451
1039,1532,8.469872779371050
1040,285,34.471874539271802
1042,2602,26.033468784848001
1042,3498,1.791124150767560
1042,136,37.142798112716598
1045,1267,38.738231988994997
1045,3253,39.105686338196001
1046,3452,42.015841708295703
1048,3123,27.187116000145799
1048,2931,37.540193462949098
1048,1445,37.058475005005199
1049,1436,186.712481098915987
1051,955,65.266925191013698
1051,918,20.529703588747200
1054,2946,83.033208896819403
1055,463,245.306830010222995
1057,1302,10.179624774657700
1059,1346,61.259963822673200
1059,1346,30.701369108115099
1060,2422,2.363259663564330
1060,3115,2.512187953232780
1061,2928,28.204290639296900
1061,134,6.737013909331980
1061,3580,12.383640524495400
1061,321,47.461109646126197
1064,1711,7.925383883326740
1064,3490,36.878486222016903
1064,1582,34.261899376503401
1065,766,72.329015985589805
1065,1454,69.485104654300798
1135,32,11.733604194815699
1065,92,76.049054461580198
1066,3169,51.223062126644002
1066,2015,24.791148933072101
1069,1391,8.545374121461780
1071,1387,42.812502403340503
1071,3668,56.154107548613197
1072,2014,26.947143400836701
1072,1841,18.613544245016200
1072,952,15.850876389207500
1073,2471,20.377105471671399
1073,2205,127.217291828382002
1073,2471,16.627343452976302
1074,2419,12.958820453631001
1074,692,145.689588190068008
1075,2360,5.629663671774180
1075,974,10.891011266261600
1076,2533,29.889397160756001
1077,2569,221.281109329679992
1080,3002,22.757260513401601
1080,1354,36.589201629103897
1080,2430,64.665441844532396
1081,2107,27.788421792463200
1082,1321,18.825885549408898
1082,2645,11.191459136397400
1082,43,36.032444786757900
1083,140,25.541266238364699
1084,3415,73.158127303583598
1084,1870,46.758452951910499
1085,3410,6.233649957652190
1085,3486,40.900331001141197
1085,890,13.579521681745700
1086,849,212.796707611219006
1086,398,155.883416913284009
1087,2734,56.621324996343098
1087,282,35.150929605103599
1087,2388,3.377326161428780
1089,666,70.893487136475599
1089,2332,5.789649760033680
1089,287,43.059124817989201
1090,3171,26.941476899180799
1090,777,20.696735646400999
1092,3422,75.452500488587802
1092,2168,15.406099937223400
1093,78,36.094670515592099
1094,785,322.892644913478023
1096,853,18.773585501149700
1096,1482,9.806720617084320
1097,1749,33.485887308858700
1098,2494,23.282318500561601
1099,499,23.407153423818400
1100,1040,10.345580510309301
1100,5,49.123788018615102
1100,1938,42.562285342635299
1101,286,30.944564897389000
1102,879,38.879138063507000
1102,1720,28.475370713059299
1102,793,241.944649330228998
1102,758,6.220000634167320
1103,2562,33.460597694946898
1103,371,131.443262748378999
1104,1724,78.956247840564103
1105,3149,227.620928320502003
1105,1179,54.668995107804001
1105,1914,15.531962152209100
1106,2216,45.756271496898599
1106,2919,42.540194694373199
1107,2436,27.102247437329002
1107,2575,33.107048180410096
1108,3338,6.683558891630470
1110,1797,17.086367181657000
1110,1138,19.119194775419501
1110,2624,81.921301562809404
1111,2063,78.310776673203094
1111,301,120.408796330450002
1111,301,125.803196931230005
1112,1710,137.628501370560997
1112,2442,75.432452488256203
1114,2849,21.849312374933401
1114,3665,15.692392027621199
1115,1648,39.689044799748899
1116,2709,53.546286174332202
1117,877,12.445418536995600
1117,2470,21.591115741774200
1117,2503,101.984364038378004
1118,1804,5.942677061993270
1119,1008,15.563526996706100
1119,339,218.924939924083986
1120,2997,101.155049977854006
1120,1320,34.802826201061002
1121,1012,72.868841518562206
1122,110,8.094942815748110
1122,1029,49.586303758543302
1122,3521,107.922535738774997
1123,774,27.085671733987201
1124,951,16.729374635530000
1125,1807,92.373119484935103
1125,833,29.082248793431500
1125,742,8.613409656437399
1128,3565,201.882076773850997
1129,594,66.710687510843002
1129,3391,56.923403235542203
1129,816,57.956018801680898
1130,1288,1.648422073029700
1131,329,113.190498012342999
1131,2843,56.727107194781198
1131,1641,195.110634300350000
1132,2524,10.645953436332700
1132,986,55.715698400915798
1133,2554,119.864857805710002
1133,449,21.232934751214199
1134,2452,24.079013624424601
1135,3073,106.083368820344006
1136,1206,18.588058450441501
1137,2182,135.734777726056990
1137,1319,11.883371967590600
1138,464,17.112805536217600
1141,2523,53.019585977205899
1141,2132,206.945320509472992
1142,3249,106.994776613343006
1142,676,79.366681060430096
1144,1036,72.461158794794798
1144,3136,13.149963855143600
1145,1883,3.952214619828090
1145,1021,28.243535620271899
1146,3114,142.851053191879998
1147,1382,161.151806495071014
1147,587,137.860676704744009
1148,3271,8.855290502312920
1148,84,13.152488534238200
1148,151,107.267689887296001
1149,2968,17.083940789917499
1149,2358,15.221921471726199
1151,2990,12.754763806363901
1151,3061,8.980873423653509
1153,2473,49.613206493156198
1153,1128,226.334879317341006
1153,945,37.458177159870701
1154,1816,43.522100586984699
1154,1669,57.955133358882598
1154,3145,90.296507188807198
1154,1158,104.094565396929994
1157,2286,106.281455653454003
1159,1137,31.817036586824099
1159,20,55.813843881256602
1159,3509,82.831649988725502
1160,2726,98.774075042676799
1160,2726,61.166633014040002
1162,230,40.292964943274498
1164,1062,68.231003256485195
1165,2627,62.291892557893703
1167,672,7.389677463466980
1168,2838,15.909914395816999
1169,338,15.713446861980000
1169,804,15.860333804486000
1170,1356,44.034142517853297
1170,440,47.092838600500400
1170,572,38.183456178294598
1170,441,15.113491232507000
1171,823,5.739740981555760
1172,2351,10.972749185262000
1173,1371,44.386760900978402
1173,2021,13.906370509873000
1174,997,18.022579350699701
1174,1803,31.828836153800701
1175,1017,41.249623027210902
1177,1371,40.284884816954197
1177,3301,19.522137991221900
1178,1337,94.654239808537397
1179,3149,182.745683610908998
1180,1645,17.300002477740801
1180,386,93.337491742416205
1180,2306,15.932517793613099
1181,1987,20.591835440278899
1181,171,12.763404742830200
1181,733,30.138711925294299
1182,2693,28.475142520490799
1182,167,69.638523036666399
1182,2030,22.344045803725500
1183,1739,73.757252319621401
1183,2838,11.786190155298099
1183,1161,118.977917172648006
1183,1569,16.293999096233499
1185,1050,9.672023266452941
1187,1754,47.731775273836902
1187,3609,100.171691911299007
1187,575,6.937449381603580
1187,3135,37.482173571347900
1189,1202,10.414996364787701
1191,3515,51.278654933548800
1191,3657,90.491612006753499
1191,1204,103.004044433765998
1192,1234,57.389608120858597
1192,1394,13.983063174998300
1192,3536,16.804744029713198
1195,1294,96.754790507494604
1195,100,46.060282777725199
1196,3178,13.582333684653101
1197,1992,59.084848982675098
1197,271,125.286662564406996
1197,2829,73.416798805824897
1197,1112,112.561955150575002
1198,3115,73.320531467679203
1199,321,37.621016586423700
1199,35,51.215410973091998
1199,35,7.181096607728370
1200,3268,7.215719815511760
1200,1113,7.233392682854990
1200,150,24.628328962775900
1201,1786,42.808219551923401
1201,3366,24.472083291300098
1202,2845,79.302752951673298
1203,3133,59.933707827154798
1212,2551,4.278501598742140
1214,818,10.517018755975601
1214,455,27.094267778960798
1215,1188,20.188544228154601
1215,30,10.116025082969800
1217,3127,36.143990348667003
1217,2759,92.335403934384900
1218,319,44.627848610650702
1218,1386,14.855006312790000
1220,781,8.893830717835121
1223,1755,11.178024076667000
1224,110,62.875137029181403
1225,1265,255.211971506191986
1225,469,118.899265528672004
1225,1694,17.042984529032100
1225,3121,30.627442795148600
1226,1058,27.458180694292299
1226,1058,22.104225949165599
1227,1869,163.669280426830994
1228,2360,73.546005515750196
1228,3050,142.407839264535994
1230,3236,132.346098330056009
1231,1651,12.113909148108300
1232,2338,49.140448289570102
1232,2834,24.066791982529800
1233,1374,2.797669851151530
1233,1790,44.622163253422002
1233,3252,13.824082953783600
1233,3373,10.653842320212201
1235,766,86.111208876098104
1236,661,71.889865982999495
1236,1387,105.526377078829995
1236,34,33.528347557361698
1237,3237,19.751235482624999
1238,715,22.341141124304499
1239,1258,46.811949188382002
1240,1028,36.779415735673403
1240,207,72.639421111860401
1243,3603,28.871502772268400
1244,1381,214.660759853320002
1245,1307,18.323912997600299
1246,556,141.553688639271996
1246,1873,175.200059373882993
1248,683,364.020392536467000
1248,2634,70.426598431297194
1248,1972,6.987387200830610
1249,890,13.161135960145501
1250,3649,19.573348052428301
1250,2968,14.359730307579200
1251,2908,74.621821041657597
1251,1531,80.671548530785003
1251,2317,51.180577085949203
1252,1858,56.882220993352000
1252,1858,88.925085208476801
1252,2227,226.508391576361987
1252,772,5.735143411016140
1254,617,17.741777121743901
1254,2029,19.805335881807601
1254,1097,17.955014652864101
1255,691,54.816897002511901
1255,2631,30.268145793255201
1255,1825,13.592864701442300
1259,3099,26.699252253607700
1260,1260,64.685184733988905
1261,2791,19.592342992462001
1261,1861,174.789919922501014
1261,2793,11.129680260079301
1262,300,15.080849241684801
1263,1988,17.570068503999000
1264,3696,56.092413307829403
1264,70,7.782628208212280
1265,1461,60.190099095116402
1265,1851,153.721911942558989
1266,1322,18.279992408473500
1266,1359,28.217659075549200
1267,3119,20.584706145736501
1267,1436,89.395239849568796
1268,1796,45.863585967353004
1268,1057,20.254109814233900
1269,2110,66.651504549855701
1270,3436,25.648395992296098
1270,385,112.517611355346006
1271,1276,47.356762504438997
1272,3018,29.232925055183600
1275,2761,85.874454789518595
1277,3243,12.772891525334700
1277,322,16.389951918330802
1277,573,12.960994333973201
1277,820,123.651111805273999
1309,122,14.775252865747900
1278,3660,269.356331827865972
1280,3540,23.098999018983999
1283,943,19.267010423531001
1283,3552,17.759678059215901
1286,3631,11.717780977140700
1287,381,15.359546218217201
1287,2265,20.865139253533499
1287,821,20.685261190890500
1287,3614,9.310414922711010
1288,1541,73.807180219189704
1289,3003,9.783440214014320
1290,1051,16.676752494497599
1290,1807,20.558360023184701
1290,1934,33.514348375482101
1291,2209,3.283970896304920
1291,216,77.220627380074603
1291,2690,11.416213705884100
1292,673,35.931581736409498
1293,3204,54.033591281401399
1293,1204,72.866106839390795
1294,477,62.732460260340098
1295,2566,12.037859373699501
1295,1845,13.170995217504901
1296,1329,99.484093289269794
1298,176,13.314384573816101
1298,1295,19.332721422157100
1298,1983,18.546774944973599
1300,290,118.966472345593004
1300,1873,144.166827796331006
1300,2878,10.053982500414000
1301,1856,13.261602986375401
1301,2374,77.243351636947807
1301,3527,23.063394135793999
1301,2683,21.475160115892798
1305,1874,19.743930220410402
1306,2031,58.163288253185399
1306,1568,74.404058558349902
1306,3352,39.344483036678199
1308,1607,40.138775480232198
1310,1603,34.554252712817998
1310,3440,20.131939681297300
1310,1430,96.559249035912600
1311,782,58.047663789709603
1311,3246,48.829932073858700
1311,2064,68.764078342358303
1313,233,91.546409379530601
1314,2476,147.328499687288001
1314,1518,185.047214682655010
1314,713,24.662326252685801
1315,1913,5.746741941649670
1317,1006,15.469950865668499
1318,1900,11.499408943529700
1318,2611,2.211087045234350
1318,1778,8.158426783522181
1319,1610,31.450337033481699
1319,2766,114.555832697119001
1320,330,48.946221515898600
1321,1984,67.654583191556199
1322,732,223.736585313579013
1324,716,6.299030124979500
1328,443,22.298279690421900
1328,3200,65.239825601415802
1328,1589,73.904034318804605
1330,1560,27.341428447711699
1330,562,71.358258138487102
1330,920,10.501226450146500
1331,520,13.644592831515700
1332,2935,12.863679670839501
1332,91,6.381180977149390
1332,3445,80.668682976818403
1333,456,71.136370441403301
1333,1851,40.138532931676302
1334,1940,9.469932541002020
1335,2635,11.242906266628600
1335,2646,3.734959072115210
1335,2646,30.266471072902100
1336,954,89.072791325670195
1336,954,122.681051677178999
1336,2935,17.426023092183598
1337,2218,181.193228904963007
1338,436,25.390435725978101
1339,1028,19.022003612770401
1339,3112,14.628181109732900
1341,2831,246.032204892246995
1341,618,12.261419335101101
1343,3093,137.054919259782992
1343,634,31.418843711397901
1343,2872,142.427077763390002
1345,2769,49.620042722630302
1345,3223,29.799491214309100
1345,2147,17.498058640461700
1347,2250,27.304448338396700
1347,2250,36.631756960073297
1349,1586,16.132781159724999
1349,2199,112.975264543329004
1350,2624,18.281582404208802
1351,915,13.126433541769901
1351,2175,222.759137645054011
1351,718,82.886432870805393
1352,1692,12.482460502903599
1352,2316,18.935908690976099
1353,3675,9.243919741773340
1356,122,15.326994747155499
1356,3641,7.219474373738840
1357,1014,40.150971928138297
1358,2066,38.373891652649100
1359,120,13.580627505781401
1360,147,11.085032797502000
1360,138,19.987231031280100
1360,3286,15.293330800108100
1361,3131,77.866709984883499
1362,206,3.188147592291520
1362,959,126.244176288109998
1363,2792,9.427101481328901
1363,2070,366.940626801555027
1364,3104,44.107498507644102
1366,1763,121.084391701928993
1366,1763,8.167831076376050
1367,72,132.500069103143005
1367,2150,8.905542349903930
1367,1533,12.519361486174301
1368,674,11.244117276660401
1368,195,18.799635951543799
1368,1829,16.592044701647598
1369,1613,21.319247654670701
1370,604,14.411459627970000
1371,1402,35.077905746585202
1372,162,12.413455247762201
1373,2019,66.327060790154704
1374,2027,14.548812670659300
1375,1709,18.139986911914999
1419,1804,13.555761194724600
1376,201,207.028759011186992
1376,536,49.468565287033599
1377,211,48.665698129613503
1377,3196,58.767082595703101
1377,1701,54.887735539064003
1378,2755,31.735887002620402
1378,3447,11.044561305286500
1378,1106,33.370681162516703
1379,2824,5.318652598094010
1379,603,13.021419238294399
1380,3061,207.878323547267001
1380,229,4.151310112381720
1380,3685,19.183178495313399
1380,2659,6.528482611719490
1381,1219,91.378905491977903
1382,1340,23.768387496649900
1383,593,50.435224731108597
1383,1537,15.205204249522000
1383,187,105.795485635619997
1384,2002,4.930232239316220
1384,625,27.348243543591700
1384,935,18.961367060762701
1387,3310,16.822040668721900
1388,1388,65.991905125347301
1389,861,11.451342824712899
1389,3220,8.306238027134681
1389,2945,14.873154209624399
1390,957,14.120449703557901
1390,290,18.989137571711598
1390,1611,39.177037243579498
1392,2111,14.845583231864000
1393,2411,30.064286024949599
1395,1818,8.035358816018340
1395,1919,81.836871408812002
1396,2174,208.582734945795011
1396,2175,57.271146723039898
1396,3291,26.115903181442398
1397,1751,11.779517003128500
1397,1007,16.332856760013001
1397,3006,127.846288345242002
1397,3006,152.844315988347006
1398,862,103.730081090195995
1399,1825,20.219839830852500
1400,2893,58.224435480164800
1400,449,15.030660417492999
1401,430,61.600103705069401
1403,3292,18.251590225340902
1403,390,71.809969049420999
1404,2256,98.095562541633498
1404,2515,15.790713823307801
1404,97,5.495821344734740
1405,226,6.418129786376180
1405,1164,36.951372419192403
1407,3481,11.821049050022699
1407,583,5.820472604468430
1407,1088,21.672502634941399
1408,3286,14.118236052583100
1408,2927,49.486045591100499
1408,222,148.671831469743012
1409,575,1.974330273068910
1409,1184,48.967417219247601
1410,1126,22.376232764032402
1411,460,19.028801163757699
1411,1138,47.371371584637799
1411,213,15.998222863000599
1411,3242,33.346868704933797
1412,2302,4.125067887358260
1413,2506,60.415186835400398
1413,229,15.751122927729400
1414,135,33.458941939633398
1414,2079,11.466879018649101
1415,1363,48.873136061221601
1415,309,7.273902035764920
1415,378,48.595155311168803
1415,3513,79.973104721273302
1417,598,37.531445153454200
1419,609,6.467148778651800
1419,2995,17.395805618826500
1420,3438,76.800264558819507
1420,1681,55.096863465626001
1421,2515,79.750686607986793
1421,2174,5.978484921076260
1421,2256,16.665543370451900
1422,2560,14.939791582804199
1423,2798,21.745190102728600
1423,3657,112.655484630198998
1424,3330,11.987161731934201
1424,125,26.234392810791601
1424,898,40.599809506184499
1426,353,33.909743520187398
1426,3097,13.651739432452500
1426,1242,63.076800632643497
1428,2979,31.708578170770100
1429,2905,9.312533246466691
1431,756,110.511055730706005
1431,2900,81.891112308387605
1431,87,84.146580271391798
1433,2508,7.978325355571800
1433,1276,34.172540520304899
1434,2723,14.480318656543099
1436,391,78.609298831231399
1437,346,47.150396914426999
1437,3469,26.201720296541399
1438,2336,36.512575897036101
1438,534,6.162081135821030
1439,330,16.430523801480302
1439,2135,31.603121908531602
1439,574,43.106085198480400
1439,833,59.672838461970798
1440,682,188.346341290619989
1440,1704,24.871511941317799
1441,686,99.106297206309094
1442,53,18.806737645735200
1442,1795,27.836358443676701
1443,2866,10.649234930273400
1443,839,9.070540953921000
1443,619,83.100800260290498
1444,2680,19.772691306628602
1444,2635,10.746578872448801
1444,724,12.538607646887600
1445,2523,182.751270050637004
1446,2758,48.266766368431099
1446,1760,5.418800336923420
1446,854,11.220982347712701
1447,2776,20.750023139993900
1448,867,47.291708634786602
1448,3535,32.872463080728203
1449,18,48.353822569617400
1451,372,4.535359930877860
1451,469,13.849247122676200
1453,1673,69.493281340960607
1455,1386,61.762763148567899
1455,862,124.188585460856004
1455,418,58.137640176698802
1482,2187,14.487043596941000
1455,1874,66.548975839886594
1456,2217,50.467439985719999
1456,2259,89.677013404597204
1456,1079,173.843291603451007
1457,1030,118.487092973347998
1457,2377,221.699092433580006
1457,1849,21.117041115675999
1460,2520,238.250371871656000
1460,706,135.490751417530987
1460,1808,24.266467597054699
1460,880,128.031460989603005
1462,98,43.035612578537098
1463,3026,7.489574351588910
1464,3580,5.502260115797660
1464,3275,58.833157234822600
1464,1551,7.716593197209010
1466,1234,13.473201431481300
1467,3037,70.637851761163404
1468,1678,231.791618356317997
1469,1906,14.414210098405100
1469,2682,17.653451632635001
1470,1190,76.912194407540099
1471,3394,20.841626713757201
1472,1665,23.361812624781500
1474,19,66.961185643666099
1475,3407,93.977704434083606
1475,3407,60.395834119830603
1476,164,15.918091352905600
1477,2265,11.979752390787899
1477,2986,14.822875862927500
1478,1385,12.952982017646301
1479,3170,35.576758780122198
1479,3170,62.411589746546397
1480,82,8.287984780084351
1481,2924,110.458789118694000
1482,853,9.372953554853179
1482,3612,16.342752795787899
1484,438,24.007265139103701
1484,1369,35.748609854074701
1487,2377,12.495223342611100
1487,2503,194.279405067405008
1487,3099,9.073606989178691
1488,395,15.472764563175300
1490,108,176.456802601052004
1491,1542,13.650661727957701
1491,367,11.370904569146900
1491,597,64.988971104327007
1492,1953,3.430321870142400
1492,2626,18.781720253748301
1493,41,7.710744876031610
1494,2416,12.261370641043399
1494,2964,19.247575712278199
1494,242,12.589354569219401
1496,2290,25.971199945988602
1496,2129,64.687848602537898
1496,1121,56.540689611837600
1496,1672,139.538979622380992
1498,2015,149.062055935143007
1498,2051,15.216179133617199
1499,1227,69.559546282096093
1499,1525,90.700022204482295
1499,3127,134.287204046204010
1502,818,34.894064146763903
1502,1221,15.639701479605399
1503,1203,13.897041568057899
1504,2277,62.784143599327500
1504,3131,2.606042474121950
1505,767,52.508022785511898
1505,767,19.256084513853502
1506,1989,9.916268947620701
1506,3696,7.018250846611450
1506,70,51.921249999335103
1506,523,9.150778484547679
1507,848,5.295065086965140
